loan_id,servicer_name,current_balance,payment_status,days_past_due,last_payment_date,servicer_as_of_date,data_source
LN-0100214,Freedom Mortgage Corporation,411195,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100215,Rocket Mortgage Servicing,189482.37,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100216,Chase Home Lending,0,PAID_OFF,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100217,PennyMac Financial Services,547412.94,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100218,U.S. Bank Home Mortgage,271003.19,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100219,Rocket Mortgage Servicing,287220.78,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100220,Mr. Cooper Group,420887.28,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100221,Wells Fargo Home Mortgage,512272.43,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100222,Rocket Mortgage Servicing,399099.21,LATE_30,59,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100223,Wells Fargo Home Mortgage,149421.02,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100224,U.S. Bank Home Mortgage,321881.29,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100225,U.S. Bank Home Mortgage,327187.56,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100226,Chase Home Lending,430213.71,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100227,Freedom Mortgage Corporation,295607.46,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100228,Mr. Cooper Group,215087.22,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100229,Rocket Mortgage Servicing,556706.35,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100230,Freedom Mortgage Corporation,338610.7,CURRENT,126,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100231,PennyMac Financial Services,139791,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100232,U.S. Bank Home Mortgage,397065.93,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100233,Rocket Mortgage Servicing,322201.17,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100234,Wells Fargo Home Mortgage,184700.04,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100235,U.S. Bank Home Mortgage,367628.63,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100236,Freedom Mortgage Corporation,1128901.77,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100237,U.S. Bank Home Mortgage,1441431.05,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100238,PennyMac Financial Services,318739.51,DEFAULT,189,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100239,U.S. Bank Home Mortgage,862331.29,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100240,PennyMac Financial Services,280205.34,LATE_30,32,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100241,Mr. Cooper Group,192045.41,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100242,PennyMac Financial Services,1492485.17,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100243,U.S. Bank Home Mortgage,239951.19,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100244,Freedom Mortgage Corporation,494158.69,LATE_90,97,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100245,Mr. Cooper Group,163934.8,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100246,Mr. Cooper Group,263007.39,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100247,Mr. Cooper Group,272148.48,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100248,Rocket Mortgage Servicing,365398.11,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100249,Freedom Mortgage Corporation,266445.08,PAID_OFF,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100250,Chase Home Lending,291091.64,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100251,Rocket Mortgage Servicing,296357.62,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100252,Chase Home Lending,340021.66,LATE_60,78,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100253,Mr. Cooper Group,162951.58,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100254,Wells Fargo Home Mortgage,563156.18,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100255,Mr. Cooper Group,469266.64,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100256,Wells Fargo Home Mortgage,432260.23,LATE_60,78,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100257,U.S. Bank Home Mortgage,169963.31,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100258,Wells Fargo Home Mortgage,529731.2,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100259,PennyMac Financial Services,183832.15,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100260,U.S. Bank Home Mortgage,424762.29,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100261,Rocket Mortgage Servicing,342613.93,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100262,Mr. Cooper Group,399172.15,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-FALLBACK-262,Mr. Cooper Group,24496.08,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100264,Wells Fargo Home Mortgage,176282.06,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100265,PennyMac Financial Services,365388.36,DEFAULT,170,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100266,Freedom Mortgage Corporation,393015.88,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100267,Chase Home Lending,451480.39,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100268,Mr. Cooper Group,207725.31,LATE_90,114,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100269,Wells Fargo Home Mortgage,289512.98,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100270,Rocket Mortgage Servicing,303412.78,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100271,U.S. Bank Home Mortgage,337137.12,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100272,PennyMac Financial Services,365846,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100273,Chase Home Lending,590739.6,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100274,U.S. Bank Home Mortgage,453334.83,LATE_60,66,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100275,U.S. Bank Home Mortgage,1674178.03,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100276,Chase Home Lending,277880.92,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100277,Wells Fargo Home Mortgage,297648.02,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100278,Rocket Mortgage Servicing,178554.4,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100279,Freedom Mortgage Corporation,466780.39,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100280,U.S. Bank Home Mortgage,420506,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100281,Rocket Mortgage Servicing,428082.63,DEFAULT,186,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100282,Rocket Mortgage Servicing,307961.1,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100283,Chase Home Lending,292704.4,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100284,U.S. Bank Home Mortgage,366838.09,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100285,PennyMac Financial Services,405815.96,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100286,PennyMac Financial Services,274076.04,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100287,Wells Fargo Home Mortgage,310381.57,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100288,Chase Home Lending,460113.12,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100289,U.S. Bank Home Mortgage,263449.93,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100290,PennyMac Financial Services,218298.73,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100291,Mr. Cooper Group,505512.27,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100292,U.S. Bank Home Mortgage,246411.42,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100293,Wells Fargo Home Mortgage,177312.53,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100294,Chase Home Lending,374504.75,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100295,U.S. Bank Home Mortgage,258549.16,LATE_60,66,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100296,PennyMac Financial Services,264856.53,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100297,Mr. Cooper Group,266482.2,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100298,PennyMac Financial Services,1204410.21,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100299,U.S. Bank Home Mortgage,236111.19,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100300,Mr. Cooper Group,449247.58,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100301,Freedom Mortgage Corporation,129764.12,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100302,Freedom Mortgage Corporation,574805.69,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100303,PennyMac Financial Services,398215.39,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100304,Chase Home Lending,282001.01,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100305,Rocket Mortgage Servicing,285162.81,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100306,Chase Home Lending,241286.35,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100307,PennyMac Financial Services,430906.16,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100308,Wells Fargo Home Mortgage,437831.46,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100309,Chase Home Lending,543626.87,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100310,U.S. Bank Home Mortgage,222402.63,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100311,Mr. Cooper Group,299222.24,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100312,Mr. Cooper Group,253169.16,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100313,Chase Home Lending,0,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100314,PennyMac Financial Services,454429.56,LATE_30,54,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100315,PennyMac Financial Services,323669.14,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100316,U.S. Bank Home Mortgage,425877.75,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100317,Freedom Mortgage Corporation,214676.61,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100318,Chase Home Lending,1286376.1,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100319,Wells Fargo Home Mortgage,356649.58,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-FALLBACK-319,Wells Fargo Home Mortgage,570241.47,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100321,Wells Fargo Home Mortgage,276864.02,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100322,Wells Fargo Home Mortgage,631029.66,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100323,Rocket Mortgage Servicing,399354.89,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100324,Rocket Mortgage Servicing,371228.11,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100325,Rocket Mortgage Servicing,369487.18,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100326,U.S. Bank Home Mortgage,228652.89,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100327,Freedom Mortgage Corporation,230555.23,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100328,Wells Fargo Home Mortgage,557031.01,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100329,Freedom Mortgage Corporation,318679.41,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100330,PennyMac Financial Services,246678.17,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100331,Chase Home Lending,585780.29,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100332,Mr. Cooper Group,0,PAID_OFF,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100333,PennyMac Financial Services,178927.95,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100334,U.S. Bank Home Mortgage,511768.77,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100335,Wells Fargo Home Mortgage,562343.86,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100336,Wells Fargo Home Mortgage,255781.13,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100337,Chase Home Lending,430974.24,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100338,U.S. Bank Home Mortgage,361180.55,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100339,U.S. Bank Home Mortgage,432394.96,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100340,Mr. Cooper Group,477494.39,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100341,PennyMac Financial Services,184838.61,LATE_60,72,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100342,Chase Home Lending,424999.4,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100343,Freedom Mortgage Corporation,107579.65,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100344,U.S. Bank Home Mortgage,422327.73,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100345,Rocket Mortgage Servicing,498593.66,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100346,Rocket Mortgage Servicing,870125.56,LATE_30,31,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100347,PennyMac Financial Services,212222.2,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100348,Rocket Mortgage Servicing,226321.99,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100449,Rocket Mortgage Servicing,175161.25,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100350,Chase Home Lending,263176.74,PAID_OFF,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100351,Chase Home Lending,375244.49,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100352,PennyMac Financial Services,604819.14,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100353,Chase Home Lending,1282724.58,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100354,Freedom Mortgage Corporation,823967.93,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100355,Mr. Cooper Group,518703.81,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100356,Wells Fargo Home Mortgage,550132,LATE_30,44,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100357,Rocket Mortgage Servicing,349370.76,LATE_30,33,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100358,U.S. Bank Home Mortgage,375654.25,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100359,Chase Home Lending,154876.23,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100360,U.S. Bank Home Mortgage,255935.58,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100361,PennyMac Financial Services,316956.99,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100362,Freedom Mortgage Corporation,304669.59,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100363,Freedom Mortgage Corporation,499858.54,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100364,Wells Fargo Home Mortgage,211746.67,LATE_60,89,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100365,Rocket Mortgage Servicing,571305.98,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100366,Mr. Cooper Group,507545.9,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100367,Mr. Cooper Group,287472.37,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100368,Chase Home Lending,1059873.63,LATE_60,83,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100369,PennyMac Financial Services,353956.09,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100370,Mr. Cooper Group,386455.21,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100371,Wells Fargo Home Mortgage,357726.9,LATE_90,100,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100372,Freedom Mortgage Corporation,483669.07,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100373,Rocket Mortgage Servicing,517505.56,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100374,Freedom Mortgage Corporation,366242.82,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100375,Rocket Mortgage Servicing,617257.42,LATE_90,119,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100376,U.S. Bank Home Mortgage,388669.14,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100377,Wells Fargo Home Mortgage,247561.21,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100378,Wells Fargo Home Mortgage,1556600.19,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-FALLBACK-378,U.S. Bank Home Mortgage,467396.61,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100380,Mr. Cooper Group,203964.16,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100381,Chase Home Lending,1367052.07,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100382,PennyMac Financial Services,519471.12,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100383,Rocket Mortgage Servicing,228887.83,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100384,PennyMac Financial Services,361301.35,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100385,Wells Fargo Home Mortgage,224171.42,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100386,Chase Home Lending,302975.14,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100387,Chase Home Lending,443046.73,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100388,Freedom Mortgage Corporation,189310.5,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100389,U.S. Bank Home Mortgage,571642.67,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100390,Rocket Mortgage Servicing,300286.66,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100391,U.S. Bank Home Mortgage,766111.58,LATE_30,35,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100392,U.S. Bank Home Mortgage,265663.97,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100393,PennyMac Financial Services,400182.08,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100394,PennyMac Financial Services,544364.06,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100395,Mr. Cooper Group,231658.59,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100396,Freedom Mortgage Corporation,279072.64,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100397,Mr. Cooper Group,294721.87,LATE_30,48,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100398,Rocket Mortgage Servicing,408718.03,LATE_30,53,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100399,Chase Home Lending,251621.09,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
LN-0100400,PennyMac Financial Services,242172.24,CURRENT,0,2026-02-15,2026-02-20,SERVICER_PORTAL_API_FEED
