loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
LN-0100368,BW-0050368,JUMBO,2023-05-18,2053-05-18,1130197,1059873.63,6.297,360,AZ,PURCHASE,B,6-9 years,$40k-$75k,LATE_60,83,Chase Home Lending,2025-11-06,2026-01-06,MISSING_DOCS,CORE_BLACKKNIGHT_LPS
LN-0100369,BW-0050369,FHA,2023-08-29,2043-08-29,391506,358391.12,5.66,240,NC,PURCHASE,A,1-2 years,$75k-$120k,CURRENT,0,PennyMac Financial Services,2026-01-20,2026-01-11,AUDIT_COMPLETE,SERVICING_MSP_CORE
LN-0100370,BW-0050370,CONVENTIONAL,2024-05-15,2021-08-01,411670,386455.21,6.79,240,PA,REFINANCE_RATE_TERM,B,< 1 year,$75k-$120k,CURRENT,0,Mr. Cooper Group,2026-01-22,2026-01-30,VERIFIED,SERVICING_MSP_CORE
LN-0100371,BW-0050371,CONVENTIONAL,2024-09-04,2039-09-04,379799,356167.06,5.919,180,FL,PURCHASE,A,10+ years,$200k+,LATE_90,100,Wells Fargo Home Mortgage,2025-10-13,2026-01-23,EXCEPTION_NOTED,ORIGINATION_PORTAL_V2
LN-0100372,BW-0050372,VA,2025-03-03,2040-03-03,505284,483669.07,7.194,180,NY,REFINANCE_RATE_TERM,C,3-5 years,< $40k,CURRENT,0,Freedom Mortgage Corporation,2026-01-15,2026-01-21,EXCEPTION_NOTED,SERVICING_MSP_CORE
LN-0100373,BW-0050373,CONVENTIONAL,2023-03-17,2043-03-17,588881,530483.63,5.909,240,XX,PURCHASE,B,6-9 years,$200k+,CURRENT,0,Rocket Mortgage Servicing,2026-01-16,2026-01-10,VERIFIED,LOS_ENCOMPASS_PROD
LN-0100374,BW-0050374,VA,2023-06-17,2043-06-17,402649,366242.82,8.268,240,TX,PURCHASE,D,1-2 years,$200k+,CURRENT,0,Freedom Mortgage Corporation,2026-01-22,2026-01-05,AUDIT_COMPLETE,SERVICING_MSP_CORE
LN-0100375,BW-0050375,CONVENTIONAL,2025-08-03,2040-08-03,630768,618503.07,7.54,180,AZ,PURCHASE,C,3-5 years,$75k-$120k,LATE_90,119,Rocket Mortgage Servicing,2025-09-22,2026-01-08,AUDIT_COMPLETE,CORE_BLACKKNIGHT_LPS
LN-0100376,BW-0050376,CONVENTIONAL,2025-07-24,2045-07-24,395592,388669.14,13.058,240,CA,REFINANCE_RATE_TERM,E,3-5 years,$120k-$200k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-10,2026-01-23,MISSING_DOCS,SERVICING_MSP_CORE
LN-0100377,BW-0050377,CONVENTIONAL,2024-09-20,2044-09-20,254438,242564.23,8.92,240,MA,PURCHASE,D,< 1 year,$40k-$75k,CURRENT,0,Wells Fargo Home Mortgage,2026-01-14,2026-01-07,EXCEPTION_NOTED,SERVICING_MSP_CORE
LN-0100378,BW-0050378,JUMBO,2024-02-05,2039-02-05,1709506,1556600.19,9.803,180,HI,PURCHASE,D,< 1 year,$40k-$75k,CURRENT,0,Wells Fargo Home Mortgage,2026-01-21,2026-01-31,AUDIT_COMPLETE,CORE_BLACKKNIGHT_LPS
,BW-0050379,CONVENTIONAL,2023-06-10,2043-06-10,523720,476366.98,7.832,240,CA,PURCHASE,C,6-9 years,$75k-$120k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-23,2026-01-14,VERIFIED,SERVICING_MSP_CORE
LN-0100380,BW-0050380,CONVENTIONAL,2022-02-15,2042-02-15,236366,203964.16,7.871,240,OH,PURCHASE,C,3-5 years,$75k-$120k,CURRENT,0,Mr. Cooper Group,2026-01-11,2026-01-16,VERIFIED,ORIGINATION_PORTAL_V2
LN-0100381,BW-0050381,JUMBO,2025-02-12,2045-02-12,1404479,1359418.63,4.839,240,RI,PURCHASE,A,6-9 years,$200k+,CURRENT,0,Chase Home Lending,13/45/2023,2026-01-27,PENDING_REVIEW,ORIGINATION_PORTAL_V2
LN-0100382,BW-0050382,CONVENTIONAL,2024-12-31,2044-12-31,539944,519471.12,8.958,240,NY,REFINANCE_RATE_TERM,D,< 1 year,$75k-$120k,CURRENT,0,PennyMac Financial Services,2026-01-26,2026-01-13,AUDIT_COMPLETE,SERVICING_MSP_CORE
LN-0100383,BW-0050383,FHA,2023-09-07,2053-09-07,227329,214952.2,8.405,360,CA,REFINANCE_CASH_OUT,C,10+ years,$40k-$75k,CURRENT,0,Rocket Mortgage Servicing,2026-01-22,2026-01-24,AUDIT_COMPLETE,CORE_BLACKKNIGHT_LPS
LN-0100384,BW-0050384,FHA,2023-12-30,2053-12-30,379762,361301.35,6.243,360,VA,REFINANCE_RATE_TERM,B,3-5 years,$200k+,CURRENT,0,PennyMac Financial Services,2026-01-22,2026-01-23,MISSING_DOCS,ORIGINATION_PORTAL_V2
LN-0100385,BW-0050385,VA,2023-12-28,2053-12-28,213646,203260.43,7.557,360,VA,PURCHASE,C,1-2 years,< $40k,CURRENT,0,Wells Fargo Home Mortgage,2026-01-23,2026-01-03,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
LN-0100386,BW-0050386,CONVENTIONAL,2023-02-03,2053-02-03,325100,302975.14,6.334,360,NY,REFINANCE_RATE_TERM,B,6-9 years,$200k+,CURRENT,0,Chase Home Lending,2026-01-10,2026-01-02,MISSING_DOCS,SERVICING_MSP_CORE
LN-0100387,BW-0050387,CONVENTIONAL,2023-08-05,2053-08-05,444336,419280.39,6.098,360,AZ,PURCHASE,B,1-2 years,< $40k,CURRENT,0,Chase Home Lending,2026-01-24,2025-12-24,PENDING_REVIEW,CORE_BLACKKNIGHT_LPS
LN-0100388,BW-0050388,CONVENTIONAL,2024-07-19,2044-07-19,199800,189310.5,10.464,240,TX,PURCHASE,D,6-9 years,< $40k,CURRENT,0,Freedom Mortgage Corporation,2026-01-03,2026-01-12,AUDIT_COMPLETE,SERVICING_MSP_CORE
LN-0100389,BW-0050389,CONVENTIONAL,2021-12-25,2051-12-25,609012,550986.69,5.615,360,WA,REFINANCE_CASH_OUT,B,6-9 years,$40k-$75k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-18,2026-01-27,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
LN-0100390,BW-0050390,FHA,2023-05-25,2038-05-25,342967,300286.66,7.174,180,CA,REFINANCE_CASH_OUT,C,< 1 year,$200k+,CURRENT,0,Rocket Mortgage Servicing,2026-01-19,2026-01-08,AUDIT_COMPLETE,CORE_BLACKKNIGHT_LPS
LN-0100391,BW-0050391,JUMBO,2022-08-16,2052-08-16,811089,746427.18,5.836,360,TX,PURCHASE,A,3-5 years,$40k-$75k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-04,2026-01-25,EXCEPTION_NOTED,LOS_ENCOMPASS_PROD
LN-0100392,BW-0050392,CONVENTIONAL,2022-09-01,2042-09-01,301748,265663.97,5.702,240,NY,REFINANCE_CASH_OUT,A,6-9 years,$200k+,CURRENT,0,U.S. Bank Home Mortgage,2026-01-02,2026-01-25,VERIFIED,ORIGINATION_PORTAL_V2
LN-0100393,BW-0050393,CONVENTIONAL,2024-05-15,2021-08-01,397949,387115.94,6.204,180,GA,PURCHASE,B,< 1 year,$40k-$75k,LATE_90,109,PennyMac Financial Services,2025-10-08,2025-12-31,AUDIT_COMPLETE,SERVICING_MSP_CORE
LN-0100394,BW-0050394,CONVENTIONAL,2023-10-24,2038-10-24,608228,544364.06,5.378,180,IL,PURCHASE,A,< 1 year,$120k-$200k,CURRENT,0,PennyMac Financial Services,2026-01-15,2024-10-08,PENDING_REVIEW,LOS_ENCOMPASS_PROD
LN-0100395,BW-0050395,FHA,2025-03-03,2045-03-03,252979,244862.59,8.142,240,TX,PURCHASE,C,6-9 years,$75k-$120k,CURRENT,0,Mr. Cooper Group,2026-01-11,2026-01-29,VERIFIED,ORIGINATION_PORTAL_V2
LN-0100396,BW-0050396,FHA,2023-11-15,2038-11-15,310464,279072.64,5.595,180,PA,PURCHASE,A,10+ years,$75k-$120k,CURRENT,0,Freedom Mortgage Corporation,2026-01-20,2026-01-20,PENDING_REVIEW,LOS_ENCOMPASS_PROD
LN-0100397,BW-0050397,FHA,2025-06-02,2055-06-02,292334,287786.58,6.526,360,AL,PURCHASE,C,< 1 year,$200k+,LATE_30,48,Mr. Cooper Group,2025-12-07,2026-01-11,VERIFIED,SERVICING_MSP_CORE
LN-0100398,BW-0050398,VA,2024-04-30,2039-04-30,445065,408718.03,4.527,180,IL,PURCHASE,A,6-9 years,$200k+,LATE_30,53,Rocket Mortgage Servicing,2025-12-02,2026-01-21,VERIFIED,LOS_ENCOMPASS_PROD
LN-0100399,BW-0050399,FHA,2022-07-03,2042-07-03,285100,249343.71,6.863,240,PA,PURCHASE,C,3-5 years,< $40k,LATE_60,76,Chase Home Lending,2025-11-11,2025-12-28,AUDIT_COMPLETE,CORE_BLACKKNIGHT_LPS
LN-0100400,BW-0050400,CONVENTIONAL,2022-10-06,2042-10-06,273255,242172.24,6.235,240,MA,PURCHASE,B,10+ years,$40k-$75k,CURRENT,0,PennyMac Financial Services,2026-01-10,2026-01-11,PENDING_REVIEW,LOS_ENCOMPASS_PROD
LN-0100401,BW-0050401,VA,2021-09-24,2041-09-24,272167,230888.34,4.75,240,NC,PURCHASE,A,10+ years,$200k+,CURRENT,0,Wells Fargo Home Mortgage,2026-01-16,2026-01-15,AUDIT_COMPLETE,LOS_ENCOMPASS_PROD
LN-0100402,BW-0050402,FHA,2023-02-13,2043-02-13,171767,154232.45,5.793,240,FL,REFINANCE_RATE_TERM,B,< 1 year,$40k-$75k,CURRENT,0,Rocket Mortgage Servicing,2026-01-05,2026-01-25,,ORIGINATION_PORTAL_V2
LN-0100403,BW-0050403,CONVENTIONAL,2023-06-23,2038-06-23,219078,192666.93,9.668,180,FL,REFINANCE_CASH_OUT,D,1-2 years,$200k+,CURRENT,0,Rocket Mortgage Servicing,2026-01-07,2026-01-28,EXCEPTION_NOTED,SERVICING_MSP_CORE
LN-0100504,BW-0050404,CONVENTIONAL,2022-09-08,2037-09-08,633929,535317.82,6.896,180,NY,PURCHASE,B,< 1 year,$200k+,CURRENT,0,Rocket Mortgage Servicing,2026-01-05,2025-12-21,VERIFIED,LOS_ENCOMPASS_PROD
LN-0100405,BW-0050405,FHA,2021-09-26,2041-09-26,342592,290632.21,6.865,240,NY,PURCHASE,C,6-9 years,$200k+,CURRENT,0,U.S. Bank Home Mortgage,2026-01-13,2026-01-19,MISSING_DOCS,CORE_BLACKKNIGHT_LPS
LN-0100406,BW-0050406,FHA,2023-03-29,2038-03-29,144664,125536.2,6.646,180,OH,PURCHASE,B,10+ years,< $40k,LATE_90,102,Chase Home Lending,2025-10-08,2025-12-23,,LOS_ENCOMPASS_PROD
LN-0100407,BW-0050407,VA,2022-12-11,2052-12-11,466839,433252.53,5.053,360,CA,REFINANCE_RATE_TERM,A,1-2 years,< $40k,LATE_90,0,Chase Home Lending,2026-01-27,2025-12-18,EXCEPTION_NOTED,CORE_BLACKKNIGHT_LPS
LN-0100408,BW-0050408,VA,2024-10-19,2039-10-19,209611,197383.69,5.721,180,LA,PURCHASE,A,3-5 years,$200k+,CURRENT,0,Mr. Cooper Group,2026-01-22,2026-01-14,EXCEPTION_NOTED,ORIGINATION_PORTAL_V2
LN-0100409,BW-0050409,JUMBO,2024-05-14,2054-05-14,1637930,1574232.72,10.793,360,WV,PURCHASE,D,< 1 year,$40k-$75k,CURRENT,0,Mr. Cooper Group,2026-01-02,2026-01-20,VERIFIED,SERVICING_MSP_CORE
LN-0100410,BW-0050410,CONVENTIONAL,2022-11-03,2042-11-03,186004,164846.04,6.535,240,TX,PURCHASE,B,6-9 years,$120k-$200k,CURRENT,0,PennyMac Financial Services,2026-01-19,2026-01-30,AUDIT_COMPLETE,LOS_ENCOMPASS_PROD
LN-0100411,BW-0050411,JUMBO,2023-03-27,2038-03-27,1167823,1013410.85,5.232,180,AK,REFINANCE_RATE_TERM,A,10+ years,$75k-$120k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-13,2026-01-24,MISSING_DOCS,LOS_ENCOMPASS_PROD
LN-0100412,BW-0050412,CONVENTIONAL,2021-11-22,2036-11-22,213803,172230.19,7.503,180,UK,REFINANCE_CASH_OUT,C,6-9 years,$40k-$75k,LATE_60,62,Freedom Mortgage Corporation,2025-11-19,2025-12-19,AUDIT_COMPLETE,CORE_BLACKKNIGHT_LPS
LN-0100413,BW-0050413,CONVENTIONAL,2023-04-29,2043-04-29,350559,316817.7,5.282,240,CO,PURCHASE,A,< 1 year,$120k-$200k,CURRENT,0,Freedom Mortgage Corporation,2026-01-17,2026-01-05,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
LN-0100414,BW-0050414,VA,2025-03-28,2040-03-28,294027,282592.62,8.109,180,VA,PURCHASE,D,3-5 years,$75k-$120k,CURRENT,0,Freedom Mortgage Corporation,2026-01-18,2026-01-05,EXCEPTION_NOTED,SERVICING_MSP_CORE
LN-0100415,BW-0050415,CONVENTIONAL,2023-02-07,2043-02-07,288907,259414.41,6.781,240,CA,PURCHASE,B,6-9 years,$75k-$120k,CURRENT,0,PennyMac Financial Services,2026-01-11,2026-01-04,EXCEPTION_NOTED,LOS_ENCOMPASS_PROD
LN-0100416,BW-0050416,CONVENTIONAL,2024-10-22,2044-10-22,560526,536002.99,7.022,240,IL,PURCHASE,C,< 1 year,$75k-$120k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-04,2026-01-10,PENDING_REVIEW,SERVICING_MSP_CORE
LN-0100417,BW-0050417,FHA,2021-11-07,2041-11-07,359273,306879.02,13.304,240,IL,REFINANCE_CASH_OUT,E,6-9 years,< $40k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-16,2025-12-18,EXCEPTION_NOTED,CORE_BLACKKNIGHT_LPS
LN-0100418,BW-0050418,CONVENTIONAL,2022-06-05,2037-06-05,546527,455135.54,6.893,180,AZ,REFINANCE_RATE_TERM,C,< 1 year,$200k+,CURRENT,0,Wells Fargo Home Mortgage,2026-01-25,2026-01-28,PENDING_REVIEW,ORIGINATION_PORTAL_V2
LN-0100419,BW-0050419,CONVENTIONAL,2023-05-30,2043-05-30,514185,466194.4,7.145,240,OH,PURCHASE,C,3-5 years,$75k-$120k,CURRENT,0,PennyMac Financial Services,2026-01-07,2026-01-24,PENDING_REVIEW,LOS_ENCOMPASS_PROD
LN-0100420,BW-0050420,CONVENTIONAL,2023-03-10,2053-03-10,279396,260924.82,11.332,360,GA,PURCHASE,E,< 1 year,< $40k,LATE_30,30,Freedom Mortgage Corporation,2025-12-27,2026-01-02,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
LN-0100421,BW-0050421,CONVENTIONAL,2022-09-20,2042-09-20,321925,284367.08,6.282,240,WI,REFINANCE_CASH_OUT,B,10+ years,$75k-$120k,CURRENT,0,Rocket Mortgage Servicing,2026-01-03,2026-01-24,VERIFIED,CORE_BLACKKNIGHT_LPS
LN-0100422,BW-0050422,FHA,2022-10-01,2042-10-01,402822,355826.1,6.815,240,CA,PURCHASE,B,1-2 years,< $40k,CURRENT,0,Mr. Cooper Group,2026-01-04,2026-01-06,PENDING_REVIEW,CORE_BLACKKNIGHT_LPS
LN-0100423,BW-0050423,CONVENTIONAL,2024-07-04,2054-07-04,289233,279109.84,7.679,360,TX,REFINANCE_RATE_TERM,C,3-5 years,$120k-$200k,CURRENT,0,PennyMac Financial Services,2026-01-19,2025-12-23,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
LN-0100424,BW-0050424,CONVENTIONAL,2025-03-27,2040-03-27,367993,0,5.952,180,NJ,PURCHASE,B,< 1 year,$40k-$75k,PAID_OFF,0,U.S. Bank Home Mortgage,2026-01-25,2025-12-18,AUDIT_COMPLETE,SERVICING_MSP_CORE
LN-0100425,BW-0050425,FHA,2023-03-06,2053-03-06,355996,332460.71,4.841,360,TX,REFINANCE_RATE_TERM,A,< 1 year,< $40k,CURRENT,0,Wells Fargo Home Mortgage,2026-01-21,2026-01-16,PENDING_REVIEW,LOS_ENCOMPASS_PROD
LN-0100426,BW-0050426,CONVENTIONAL,2021-10-16,2041-10-16,323984,275791.38,6.86,240,WI,REFINANCE_CASH_OUT,C,6-9 years,$200k+,CURRENT,0,U.S. Bank Home Mortgage,2026-01-07,2026-01-18,EXCEPTION_NOTED,CORE_BLACKKNIGHT_LPS
LN-0100427,BW-0050427,CONVENTIONAL,2021-11-27,2036-11-27,616225,496403.47,6.887,180,PA,PURCHASE,B,10+ years,< $40k,CURRENT,0,Rocket Mortgage Servicing,2026-01-13,2026-01-29,EXCEPTION_NOTED,LOS_ENCOMPASS_PROD
LN-0100428,BW-0050428,CONVENTIONAL,2024-01-27,2044-01-27,428079,398113.47,88.5,240,TX,PURCHASE,A,3-5 years,< $40k,CURRENT,0,Chase Home Lending,2026-01-04,2026-01-16,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
LN-0100429,BW-0050429,JUMBO,2025-05-04,2045-05-04,1578838,1541998.45,5.982,240,PA,PURCHASE,B,6-9 years,< $40k,CURRENT,0,Wells Fargo Home Mortgage,2026-01-08,2026-01-14,PENDING_REVIEW,CORE_BLACKKNIGHT_LPS
LN-0100430,BW-0050430,CONVENTIONAL,2023-11-09,2053-11-09,443603,421176.4,5.725,360,NV,REFINANCE_RATE_TERM,A,6-9 years,$40k-$75k,CURRENT,0,Wells Fargo Home Mortgage,2026-01-15,2025-12-20,PENDING_REVIEW,SERVICING_MSP_CORE
LN-0100431,BW-0050431,CONVENTIONAL,2022-03-02,2052-03-02,459500,417506.81,6.72,360,OH,REFINANCE_RATE_TERM,B,< 1 year,$200k+,CURRENT,0,Mr. Cooper Group,2026-01-06,2026-01-20,PENDING_REVIEW,ORIGINATION_PORTAL_V2
LN-0100432,BW-0050432,VA,2022-12-01,2037-12-01,425332,362477.38,6.97,180,TX,PURCHASE,C,6-9 years,$120k-$200k,CURRENT,0,Freedom Mortgage Corporation,2026-01-03,2026-01-03,PENDING_REVIEW,ORIGINATION_PORTAL_V2
LN-0100433,BW-0050433,CONVENTIONAL,2021-10-15,2051-10-15,588071,529753.96,8.178,360,CA,PURCHASE,C,10+ years,$200k+,CURRENT,0,Rocket Mortgage Servicing,2026-01-22,2026-01-09,VERIFIED,LOS_ENCOMPASS_PROD
LN-0100434,BW-0050434,VA,2022-06-29,2052-06-29,513178,470270.62,8.085,360,ZZ,REFINANCE_RATE_TERM,D,6-9 years,$120k-$200k,CURRENT,0,Rocket Mortgage Servicing,2026-01-22,2026-01-15,VERIFIED,ORIGINATION_PORTAL_V2
LN-0100435,BW-0050435,CONVENTIONAL,2023-01-23,2043-01-23,278603,249349.69,6.924,240,CA,PURCHASE,C,6-9 years,$75k-$120k,CURRENT,0,Rocket Mortgage Servicing,2026-01-23,2026-01-04,EXCEPTION_NOTED,LOS_ENCOMPASS_PROD
LN-0100436,BW-0050436,CONVENTIONAL,2023-02-02,2043-02-02,583777,522480.42,-1.75,240,OH,REFINANCE_CASH_OUT,C,1-2 years,$75k-$120k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-14,2025-12-26,VERIFIED,ORIGINATION_PORTAL_V2
LN-0100437,BW-0050437,CONVENTIONAL,2022-03-14,2052-03-14,364164,331591.55,6.403,360,TX,PURCHASE,B,1-2 years,$200k+,CURRENT,0,Wells Fargo Home Mortgage,2026-01-25,2025-12-18,MISSING_DOCS,ORIGINATION_PORTAL_V2
LN-0100438,BW-0050438,CONVENTIONAL,2023-08-30,2053-08-30,621527,586479.78,6.603,360,VA,PURCHASE,C,< 1 year,< $40k,CURRENT,0,Chase Home Lending,2026-01-18,2026-01-01,AUDIT_COMPLETE,LOS_ENCOMPASS_PROD
LN-0100439,BW-0050439,CONVENTIONAL,2024-02-09,2054-02-09,419707,400936.77,4.616,360,SC,REFINANCE_RATE_TERM,A,6-9 years,$75k-$120k,CURRENT,0,Chase Home Lending,2026-01-05,2026-01-24,EXCEPTION_NOTED,ORIGINATION_PORTAL_V2
LN-0100440,BW-0050440,CONVENTIONAL,2025-04-10,2045-04-10,619408,603148.54,5.301,240,TX,REFINANCE_RATE_TERM,A,< 1 year,$75k-$120k,CURRENT,0,PennyMac Financial Services,2026-01-01,2026-01-06,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
LN-0100441,BW-0050441,CONVENTIONAL,2024-08-08,2039-08-08,313308,292594.86,6.886,180,OH,PURCHASE,B,3-5 years,< $40k,CURRENT,0,Freedom Mortgage Corporation,2026-01-22,2025-12-23,MISSING_DOCS,SERVICING_MSP_CORE
LN-0100442,BW-0050442,CONVENTIONAL,2025-01-22,2045-01-22,206367,199144.16,6.651,240,ND,REFINANCE_CASH_OUT,C,3-5 years,$75k-$120k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-11,2026-01-09,EXCEPTION_NOTED,ORIGINATION_PORTAL_V2
LN-0100443,BW-0050443,JUMBO,2022-04-03,2037-04-03,1188104,975565.4,5.524,180,IL,PURCHASE,B,6-9 years,< $40k,CURRENT,0,Freedom Mortgage Corporation,2026-01-26,2026-01-04,MISSING_DOCS,SERVICING_MSP_CORE
LN-0100444,BW-0050444,CONVENTIONAL,2025-01-04,2055-01-04,331572,323835.32,5.491,360,NV,REFINANCE_CASH_OUT,A,10+ years,$75k-$120k,CURRENT,0,Wells Fargo Home Mortgage,2026-01-06,2025-12-26,PENDING_REVIEW,ORIGINATION_PORTAL_V2
LN-0100445,BW-0050445,CONVENTIONAL,2025-01-25,2045-01-25,503051,485444.22,10.327,240,NY,PURCHASE,D,< 1 year,< $40k,CURRENT,0,Mr. Cooper Group,2026-01-24,2026-01-10,MISSING_DOCS,CORE_BLACKKNIGHT_LPS
LN-0100446,BW-0050446,VA,0000-00-00,2045-08-01,379550,372907.88,5.726,240,CA,REFINANCE_CASH_OUT,A,1-2 years,$120k-$200k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-18,2026-01-18,EXCEPTION_NOTED,LOS_ENCOMPASS_PROD
LN-0100447,BW-0050447,VA,2024-12-28,2039-12-28,541436,514063.4,5.581,180,CO,REFINANCE_CASH_OUT,B,6-9 years,$120k-$200k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-25,2026-01-28,VERIFIED,CORE_BLACKKNIGHT_LPS
LN-0100448,BW-0050448,CONVENTIONAL,2022-12-04,2052-12-04,361528,335518.07,6.271,360,TX,REFINANCE_RATE_TERM,B,3-5 years,$120k-$200k,CURRENT,0,Wells Fargo Home Mortgage,2026-01-09,2026-01-14,MISSING_DOCS,SERVICING_MSP_CORE
LN-0100449,BW-0050449,VA,2023-03-12,2053-03-12,319712,298575.48,7.307,360,NM,PURCHASE,C,10+ years,$40k-$75k,CURRENT,0,PennyMac Financial Services,2026-01-12,2026-01-14,EXCEPTION_NOTED,CORE_BLACKKNIGHT_LPS
LN-0100450,BW-0050450,VA,2023-11-20,2038-11-20,327318,294222.51,7.918,180,WA,PURCHASE,C,6-9 years,$120k-$200k,CURRENT,0,PennyMac Financial Services,2026-01-14,2026-01-19,MISSING_DOCS,SERVICING_MSP_CORE
LN-0100451,BW-0050451,CONVENTIONAL,2021-12-16,2041-12-16,610919,523608.49,6.411,240,CA,PURCHASE,B,6-9 years,$75k-$120k,CURRENT,0,Freedom Mortgage Corporation,2026-01-24,2026-01-14,MISSING_DOCS,LOS_ENCOMPASS_PROD
LN-0100452,BW-0050452,CONVENTIONAL,2023-06-21,2038-06-21,632047,555850.22,8.326,180,CO,PURCHASE,C,3-5 years,< $40k,LATE_30,49,PennyMac Financial Services,2025-12-05,2026-01-19,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
LN-0100453,BW-0050453,JUMBO,2024-02-22,2039-02-22,1674390,1524625.12,5.581,180,NC,PURCHASE,A,10+ years,$40k-$75k,CURRENT,0,Freedom Mortgage Corporation,2026-01-15,2025-12-22,,LOS_ENCOMPASS_PROD
LN-0100454,BW-0050454,JUMBO,2025-04-24,2055-04-24,845702,830902.22,5.54,360,VT,REFINANCE_CASH_OUT,A,< 1 year,$40k-$75k,CURRENT,0,PennyMac Financial Services,2026-01-14,2026-01-28,VERIFIED,ORIGINATION_PORTAL_V2
LN-0100455,BW-0050455,CONVENTIONAL,2024-01-21,2044-01-21,234561,218141.73,6.39,240,WI,PURCHASE,B,< 1 year,$120k-$200k,LATE_30,33,PennyMac Financial Services,2025-12-23,2025-12-19,MISSING_DOCS,SERVICING_MSP_CORE
LN-0100456,BW-0050456,CONVENTIONAL,2022-05-25,2042-05-25,461187,402001.34,7.039,240,FL,REFINANCE_CASH_OUT,C,6-9 years,$75k-$120k,CURRENT,0,PennyMac Financial Services,2026-01-22,2026-01-31,MISSING_DOCS,ORIGINATION_PORTAL_V2
LN-0100457,BW-0050457,CONVENTIONAL,2025-07-09,2040-07-09,542299,529645.36,5.503,180,FL,PURCHASE,B,3-5 years,$120k-$200k,CURRENT,0,Freedom Mortgage Corporation,2026-01-05,2026-01-17,EXCEPTION_NOTED,LOS_ENCOMPASS_PROD
LN-0100458,BW-0050458,VA,2023-05-09,2038-05-09,353519,309525.52,6.03,180,VA,PURCHASE,B,< 1 year,$200k+,CURRENT,0,Rocket Mortgage Servicing,2026-01-05,2025-12-21,MISSING_DOCS,LOS_ENCOMPASS_PROD
LN-0100459,BW-0050459,VA,2025-03-30,2045-03-30,622613,604453.45,5.143,240,CO,PURCHASE,A,10+ years,$40k-$75k,CURRENT,0,Freedom Mortgage Corporation,2026-01-11,2025-12-18,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
LN-0100460,BW-0050460,JUMBO,2023-12-16,2038-12-16,805159,726879.65,5.593,180,OK,REFINANCE_RATE_TERM,A,1-2 years,< $40k,CURRENT,0,PennyMac Financial Services,2026-01-03,2026-01-30,EXCEPTION_NOTED,CORE_BLACKKNIGHT_LPS
LN-0100461,BW-0050461,FHA,2023-03-10,2038-03-10,123313,107008.28,5.651,180,NY,PURCHASE,B,< 1 year,$120k-$200k,CURRENT,0,Mr. Cooper Group,2026-01-23,2026-01-05,AUDIT_COMPLETE,LOS_ENCOMPASS_PROD
LN-0100562,BW-0050462,FHA,2025-04-14,2055-04-14,328302,322556.72,4.549,360,GA,REFINANCE_RATE_TERM,A,< 1 year,$120k-$200k,CURRENT,0,Wells Fargo Home Mortgage,2026-01-09,2026-01-18,EXCEPTION_NOTED,ORIGINATION_PORTAL_V2
LN-0100463,BW-0050463,JUMBO,2024-08-07,2054-08-07,898991,869274.35,16.372,360,MI,REFINANCE_RATE_TERM,F,10+ years,$75k-$120k,CURRENT,0,Chase Home Lending,2026-01-07,2026-01-14,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
LN-0100464,BW-0050464,VA,2023-05-24,2043-05-24,262184,237713.49,6.339,240,MD,PURCHASE,B,1-2 years,$40k-$75k,CURRENT,0,Freedom Mortgage Corporation,2026-01-25,2026-01-14,MISSING_DOCS,SERVICING_MSP_CORE
LN-0100465,BW-0050480,CONVENTIONAL,2022-07-24,2042-07-24,461537,404998.72,10.272,240,IL,PURCHASE,D,6-9 years,$120k-$200k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-07,2026-01-15,VERIFIED,SERVICING_MSP_CORE
LN-0100466,BW-0050466,CONVENTIONAL,2023-10-08,2043-10-08,355280,327301.7,5.795,240,MI,PURCHASE,B,6-9 years,$75k-$120k,CURRENT,0,PennyMac Financial Services,2026-01-18,2025-12-22,VERIFIED,ORIGINATION_PORTAL_V2
