loan_id,document_status,promissory_note_vaulted,deed_of_trust_recorded,title_policy_attached,last_custody_audit_date
LN-0100432,PENDING_REVIEW,YES,YES,YES,2025-10-15
LN-0100433,VERIFIED,YES,YES,NO,2026-01-24
LN-0100434,VERIFIED,YES,YES,YES,2025-11-22
LN-0100435,EXCEPTION_NOTED,YES,YES,YES,2025-10-24
LN-0100436,VERIFIED,YES,YES,YES,2025-10-25
LN-0100437,MISSING_DOCS,YES,YES,YES,2025-12-05
LN-0100438,AUDIT_COMPLETE,YES,YES,YES,2025-11-23
LN-0100439,EXCEPTION_NOTED,YES,YES,YES,2025-11-10
LN-0100440,AUDIT_COMPLETE,YES,YES,YES,2026-01-10
LN-0100441,MISSING_DOCS,YES,YES,YES,2026-01-14
LN-0100442,EXCEPTION_NOTED,YES,YES,YES,2025-10-31
LN-0100443,MISSING_DOCS,YES,YES,YES,2025-10-31
LN-0100444,PENDING_REVIEW,YES,YES,YES,2025-11-18
LN-0100445,MISSING_DOCS,YES,YES,YES,2025-12-14
LN-0100447,VERIFIED,YES,YES,YES,2025-10-13
LN-0100448,MISSING_DOCS,YES,YES,YES,2025-11-21
LN-0100449,EXCEPTION_NOTED,YES,YES,YES,2026-01-06
LN-0100450,MISSING_DOCS,YES,YES,YES,2025-10-26
LN-0100451,MISSING_DOCS,NO,YES,YES,2025-11-25
LN-0100452,AUDIT_COMPLETE,YES,YES,YES,2025-12-17
LN-0100453,MISSING_DOCS,YES,YES,YES,2026-01-25
LN-0100454,VERIFIED,YES,YES,YES,2025-10-30
LN-0100455,MISSING_DOCS,YES,YES,YES,2025-11-30
LN-0100456,MISSING_DOCS,YES,YES,YES,2025-12-03
LN-0100457,EXCEPTION_NOTED,YES,YES,YES,2025-12-18
LN-0100458,MISSING_DOCS,YES,YES,YES,2025-12-27
LN-0100459,AUDIT_COMPLETE,YES,YES,YES,2025-10-13
LN-0100460,EXCEPTION_NOTED,YES,YES,YES,2025-10-23
LN-0100461,AUDIT_COMPLETE,YES,YES,YES,2025-12-01
LN-0100562,EXCEPTION_NOTED,YES,YES,YES,2025-10-26
LN-0100463,AUDIT_COMPLETE,YES,YES,YES,2026-01-09
LN-0100464,MISSING_DOCS,YES,YES,YES,2025-10-08
LN-0100465,VERIFIED,YES,YES,YES,2025-11-14
LN-0100466,VERIFIED,YES,YES,YES,2026-01-08
LN-0100467,MISSING_DOCS,YES,YES,YES,2026-01-11
LN-0100468,MISSING_DOCS,YES,YES,YES,2025-10-10
LN-0100469,PENDING_REVIEW,YES,YES,YES,2026-01-10
LN-0100470,EXCEPTION_NOTED,YES,YES,YES,2025-11-04
LN-0100471,VERIFIED,NO,YES,YES,2025-12-10
LN-0100472,VERIFIED,YES,YES,YES,2025-12-04
LN-0100473,MISSING_DOCS,YES,YES,YES,2026-01-15
LN-0100474,VERIFIED,YES,YES,YES,2025-12-25
LN-0100475,EXCEPTION_NOTED,YES,NO,YES,2025-10-22
LN-0100476,PENDING_REVIEW,NO,YES,YES,2025-10-12
LN-0100477,EXCEPTION_NOTED,YES,YES,NO,2025-10-25
LN-0100478,EXCEPTION_NOTED,YES,YES,YES,2026-01-26
LN-0100479,VERIFIED,YES,YES,YES,2025-12-19
LN-0100480,VERIFIED,YES,YES,YES,2025-10-26
LN-0100481,PENDING_REVIEW,YES,YES,YES,2025-12-01
LN-0100482,MISSING_DOCS,YES,YES,YES,2026-01-06
LN-0100483,MISSING_DOCS,YES,YES,YES,2025-11-21
LN-0100484,MISSING_DOCS,YES,YES,YES,2026-01-07
LN-0100485,EXCEPTION_NOTED,NO,YES,YES,2025-11-07
LN-0100486,EXCEPTION_NOTED,YES,YES,YES,2025-11-29
LN-0100487,MISSING_DOCS,YES,YES,YES,2025-11-10
LN-0100488,MISSING_DOCS,YES,YES,YES,2025-10-12
LN-0100489,MISSING_DOCS,YES,YES,YES,2026-01-02
LN-0100490,MISSING_DOCS,YES,YES,YES,2026-01-22
LN-0100491,PENDING_REVIEW,YES,YES,YES,2025-12-21
LN-0100493,VERIFIED,YES,YES,YES,2025-10-16
LN-0100494,EXCEPTION_NOTED,NO,YES,YES,2025-10-22
LN-0100495,AUDIT_COMPLETE,YES,YES,YES,2026-01-24
LN-0100496,EXCEPTION_NOTED,YES,YES,YES,2026-01-27
LN-0100497,PENDING_REVIEW,YES,YES,YES,2025-11-03
LN-0100498,VERIFIED,YES,YES,YES,2025-11-21
LN-0100499,EXCEPTION_NOTED,YES,NO,YES,2025-10-20
LN-0100500,EXCEPTION_NOTED,NO,YES,YES,2025-12-21
LN-0100501,AUDIT_COMPLETE,YES,YES,YES,2025-12-11
LN-0100502,PENDING_REVIEW,NO,YES,YES,2026-01-10
LN-0100503,EXCEPTION_NOTED,YES,YES,YES,2025-11-26
LN-0100504,VERIFIED,YES,YES,YES,2025-12-20
LN-0100505,EXCEPTION_NOTED,YES,YES,YES,2025-11-19
LN-0100508,MISSING_DOCS,YES,YES,YES,2025-12-29
LN-0100509,PENDING_REVIEW,YES,YES,YES,2025-11-16
LN-0100510,MISSING_DOCS,YES,YES,YES,2025-10-14
LN-0100511,EXCEPTION_NOTED,YES,YES,YES,2025-10-11
LN-0100512,MISSING_DOCS,YES,YES,YES,2025-10-31
LN-0100513,AUDIT_COMPLETE,YES,YES,YES,2025-10-08
LN-0100514,EXCEPTION_NOTED,YES,YES,YES,2025-10-21
LN-0100515,PENDING_REVIEW,YES,YES,YES,2025-12-15
LN-0100516,MISSING_DOCS,YES,YES,YES,2025-10-20
LN-0100517,AUDIT_COMPLETE,NO,YES,YES,2025-12-15
LN-0100518,MISSING_DOCS,YES,YES,YES,2025-12-12
LN-0100519,VERIFIED,YES,YES,YES,2026-01-03
LN-0100520,AUDIT_COMPLETE,YES,YES,YES,2025-10-13
LN-0100521,MISSING_DOCS,YES,YES,YES,2025-12-10
LN-0100522,PENDING_REVIEW,YES,YES,YES,2025-12-26
LN-0100523,PENDING_REVIEW,YES,YES,YES,2025-10-14
LN-0100524,VERIFIED,YES,YES,YES,2025-11-27
LN-0100525,MISSING_DOCS,YES,YES,NO,2025-11-28
LN-0100526,EXCEPTION_NOTED,YES,YES,YES,2025-12-07
LN-0100527,MISSING_DOCS,YES,YES,YES,2025-10-29
LN-0100528,AUDIT_COMPLETE,YES,YES,YES,2025-12-03
LN-0100529,VERIFIED,YES,NO,NO,2025-11-24
LN-0100530,EXCEPTION_NOTED,YES,YES,YES,2025-11-02
LN-0100531,AUDIT_COMPLETE,YES,YES,YES,2026-01-26
LN-0100532,AUDIT_COMPLETE,YES,YES,YES,2025-10-20
LN-0100533,VERIFIED,YES,YES,YES,2025-12-12
LN-0100534,EXCEPTION_NOTED,YES,YES,YES,2025-10-09
LN-0100535,MISSING_DOCS,YES,YES,YES,2026-01-15
LN-0100536,EXCEPTION_NOTED,YES,YES,YES,2025-11-05
LN-0100537,MISSING_DOCS,YES,YES,YES,2025-10-12
LN-0100538,PENDING_REVIEW,YES,YES,YES,2025-10-22
LN-0100539,PENDING_REVIEW,YES,NO,YES,2025-12-25
LN-0100540,EXCEPTION_NOTED,YES,YES,YES,2025-11-30
LN-0100541,PENDING_REVIEW,YES,YES,YES,2025-10-18
LN-0100542,EXCEPTION_NOTED,YES,YES,YES,2025-11-19
LN-0100543,VERIFIED,YES,YES,YES,2025-12-03
LN-0100544,AUDIT_COMPLETE,YES,YES,YES,2026-01-11
LN-0100545,PENDING_REVIEW,YES,YES,YES,2025-11-19
LN-0100546,MISSING_DOCS,YES,YES,YES,2025-11-10
LN-0100548,MISSING_DOCS,YES,YES,YES,2025-10-21
LN-0100549,EXCEPTION_NOTED,YES,YES,YES,2025-12-10
LN-0100550,EXCEPTION_NOTED,YES,YES,YES,2025-11-25
LN-0100551,MISSING_DOCS,YES,YES,YES,2025-11-03
LN-0100552,VERIFIED,YES,YES,YES,2026-01-13
LN-0100553,VERIFIED,YES,YES,YES,2025-12-02
LN-0100554,VERIFIED,YES,YES,YES,2025-10-31
LN-0100555,VERIFIED,YES,YES,YES,2025-10-23
LN-0100556,PENDING_REVIEW,NO,YES,YES,2025-12-26
LN-0100557,AUDIT_COMPLETE,YES,YES,YES,2025-10-24
LN-0100558,VERIFIED,NO,YES,YES,2026-01-18
LN-0100559,PENDING_REVIEW,YES,YES,NO,2025-11-03
LN-0100560,EXCEPTION_NOTED,YES,YES,YES,2025-12-17
LN-0100561,AUDIT_COMPLETE,YES,YES,YES,2025-10-30
LN-0100562,EXCEPTION_NOTED,YES,YES,YES,2025-10-16
LN-0100563,EXCEPTION_NOTED,YES,YES,YES,2025-12-07
LN-0100564,MISSING_DOCS,YES,YES,YES,2025-11-22
LN-0100565,AUDIT_COMPLETE,YES,YES,YES,2025-12-02
LN-0100566,PENDING_REVIEW,YES,YES,YES,2025-12-05
LN-0100567,AUDIT_COMPLETE,YES,YES,YES,2026-01-08
LN-0100568,MISSING_DOCS,YES,YES,YES,2026-01-13
LN-0100569,MISSING_DOCS,YES,YES,YES,2025-10-05
LN-0100570,MISSING_DOCS,YES,YES,YES,2025-11-23
LN-0100571,AUDIT_COMPLETE,YES,YES,YES,2025-12-14
LN-0100573,PENDING_REVIEW,YES,YES,YES,2025-10-30
LN-0100574,VERIFIED,YES,YES,YES,2025-11-17
LN-0100575,VERIFIED,YES,YES,YES,2025-12-26
LN-0100576,VERIFIED,YES,YES,YES,2025-12-05
LN-0100577,AUDIT_COMPLETE,YES,NO,YES,2025-10-20
LN-0100578,EXCEPTION_NOTED,YES,YES,YES,2025-11-25
LN-0100579,VERIFIED,YES,YES,YES,2025-11-17
LN-0100580,AUDIT_COMPLETE,YES,YES,YES,2025-10-14
LN-0100581,VERIFIED,YES,YES,YES,2026-01-23
LN-0100582,EXCEPTION_NOTED,YES,YES,YES,2025-10-17
LN-0100583,MISSING_DOCS,YES,YES,YES,2026-01-01
LN-0100584,EXCEPTION_NOTED,YES,YES,NO,2025-11-08
LN-0100585,AUDIT_COMPLETE,YES,YES,YES,2025-10-23
LN-0100586,AUDIT_COMPLETE,YES,YES,YES,2025-11-15
LN-0100587,VERIFIED,YES,YES,YES,2025-12-05
LN-0100588,PENDING_REVIEW,YES,YES,YES,2025-10-27
LN-0100589,VERIFIED,YES,YES,YES,2026-01-26
LN-0100590,PENDING_REVIEW,NO,YES,YES,2025-11-05
LN-0100591,PENDING_REVIEW,YES,YES,YES,2025-10-09
LN-0100592,AUDIT_COMPLETE,YES,YES,YES,2025-11-24
LN-0100593,AUDIT_COMPLETE,YES,YES,YES,2025-12-07
LN-0100594,AUDIT_COMPLETE,YES,YES,YES,2025-10-26
LN-0100595,VERIFIED,YES,YES,YES,2025-10-28
LN-0100596,VERIFIED,YES,YES,YES,2025-10-13
LN-0100597,VERIFIED,YES,YES,YES,2026-01-26
LN-0100598,MISSING_DOCS,YES,YES,YES,2025-10-10
LN-0100599,PENDING_REVIEW,YES,YES,YES,2025-12-22
LN-0100600,EXCEPTION_NOTED,NO,NO,YES,2025-12-16
LN-0100602,EXCEPTION_NOTED,YES,YES,YES,2026-01-02
LN-0100603,VERIFIED,YES,YES,YES,2026-01-26
LN-0100604,PENDING_REVIEW,YES,YES,YES,2026-01-16
LN-0100605,EXCEPTION_NOTED,YES,YES,YES,2025-11-21
LN-0100606,PENDING_REVIEW,YES,YES,YES,2025-12-09
LN-0100607,EXCEPTION_NOTED,YES,YES,YES,2025-10-04
LN-0100608,MISSING_DOCS,YES,YES,YES,2025-11-20
LN-0100609,EXCEPTION_NOTED,YES,NO,YES,2025-11-26
LN-0100610,PENDING_REVIEW,YES,YES,YES,2025-11-28
LN-0100611,VERIFIED,YES,YES,YES,2025-11-06
LN-0100612,MISSING_DOCS,YES,YES,YES,2026-01-03
LN-0100714,AUDIT_COMPLETE,YES,YES,YES,2026-01-11
LN-0100615,MISSING_DOCS,YES,YES,YES,2026-01-13
LN-0100616,PENDING_REVIEW,YES,YES,YES,2025-10-30
LN-0100617,AUDIT_COMPLETE,YES,YES,YES,2025-12-09
LN-0100618,VERIFIED,YES,YES,YES,2025-11-21
LN-0100619,MISSING_DOCS,YES,YES,YES,2026-01-14
LN-0100620,PENDING_REVIEW,YES,YES,YES,2025-11-03
LN-0100621,VERIFIED,YES,YES,YES,2025-11-01
LN-0100622,AUDIT_COMPLETE,YES,YES,YES,2025-11-08
LN-0100623,VERIFIED,YES,YES,YES,2025-11-13
LN-0100624,MISSING_DOCS,NO,YES,YES,2025-12-31
LN-0100625,PENDING_REVIEW,NO,YES,YES,2025-10-21
LN-0100626,VERIFIED,YES,YES,YES,2025-10-07
LN-0100627,AUDIT_COMPLETE,YES,YES,YES,2025-11-03
LN-0100628,MISSING_DOCS,YES,YES,YES,2025-11-26
LN-0100629,AUDIT_COMPLETE,NO,YES,YES,2025-11-07
LN-0100630,PENDING_REVIEW,YES,YES,YES,2025-10-08
LN-0100631,AUDIT_COMPLETE,YES,YES,YES,2026-01-25
LN-0100632,MISSING_DOCS,YES,YES,YES,2025-11-26
LN-0100634,PENDING_REVIEW,YES,YES,YES,2025-11-11
LN-0100635,AUDIT_COMPLETE,YES,YES,YES,2025-12-05
LN-0100636,MISSING_DOCS,YES,YES,YES,2025-10-07
LN-0100637,EXCEPTION_NOTED,YES,YES,YES,2025-11-24
LN-0100638,MISSING_DOCS,YES,YES,YES,2025-12-10
LN-0100639,MISSING_DOCS,YES,YES,YES,2025-11-16
LN-0100640,MISSING_DOCS,YES,YES,YES,2025-12-02
LN-0100641,EXCEPTION_NOTED,YES,YES,YES,2025-11-30
LN-0100642,MISSING_DOCS,YES,YES,YES,2026-01-08
LN-0100643,PENDING_REVIEW,YES,YES,YES,2025-11-18
LN-0100644,VERIFIED,YES,YES,YES,2026-01-27
LN-0100645,AUDIT_COMPLETE,YES,YES,YES,2026-01-10
LN-0100646,MISSING_DOCS,YES,YES,YES,2025-12-29
LN-0100647,VERIFIED,YES,YES,YES,2025-12-30
LN-0100648,VERIFIED,YES,YES,YES,2025-10-18
LN-0100649,MISSING_DOCS,YES,YES,YES,2025-12-21
LN-0100651,PENDING_REVIEW,YES,YES,YES,2025-11-07
LN-0100652,MISSING_DOCS,YES,YES,YES,2025-11-02
LN-0100653,VERIFIED,YES,YES,YES,2026-01-27
LN-0100654,VERIFIED,YES,YES,YES,2025-11-21
LN-0100655,AUDIT_COMPLETE,YES,YES,NO,2025-11-15
LN-0100656,EXCEPTION_NOTED,YES,YES,YES,2026-01-14
LN-0100657,MISSING_DOCS,NO,YES,YES,2025-10-19
LN-0100658,VERIFIED,YES,YES,YES,2025-11-03
LN-0100659,AUDIT_COMPLETE,YES,YES,YES,2025-11-27
LN-0100660,AUDIT_COMPLETE,YES,YES,YES,2025-10-13
LN-0100661,PENDING_REVIEW,YES,YES,NO,2025-11-23
LN-0100663,PENDING_REVIEW,YES,YES,YES,2025-10-18
LN-0100664,EXCEPTION_NOTED,YES,YES,YES,2025-12-14
LN-0100665,PENDING_REVIEW,YES,YES,YES,2025-11-19
LN-0100666,VERIFIED,YES,YES,YES,2026-01-27
LN-0100667,VERIFIED,YES,YES,YES,2025-12-21
LN-0100668,AUDIT_COMPLETE,YES,YES,YES,2025-12-14
LN-0100669,AUDIT_COMPLETE,YES,YES,YES,2025-10-04
LN-0100670,PENDING_REVIEW,NO,YES,YES,2025-11-21
LN-0100671,AUDIT_COMPLETE,YES,YES,YES,2025-12-01
LN-0100672,PENDING_REVIEW,NO,YES,YES,2025-11-23
LN-0100673,AUDIT_COMPLETE,YES,YES,YES,2025-10-09
LN-0100674,PENDING_REVIEW,YES,YES,YES,2026-01-17
LN-0100675,EXCEPTION_NOTED,YES,YES,YES,2026-01-10
LN-0100676,EXCEPTION_NOTED,YES,YES,YES,2026-01-22
LN-0100677,AUDIT_COMPLETE,YES,YES,YES,2025-11-30
LN-0100678,MISSING_DOCS,YES,YES,YES,2026-01-10
LN-0100679,VERIFIED,YES,YES,YES,2025-11-04
LN-0100680,VERIFIED,YES,YES,YES,2025-12-26
LN-0100681,AUDIT_COMPLETE,YES,YES,YES,2025-10-11
LN-0100682,EXCEPTION_NOTED,YES,YES,YES,2025-10-24
LN-0100683,PENDING_REVIEW,YES,YES,YES,2025-11-30
LN-0100684,VERIFIED,YES,YES,YES,2025-11-29
LN-0100685,PENDING_REVIEW,YES,YES,YES,2025-12-12
LN-0100686,EXCEPTION_NOTED,YES,NO,YES,2025-12-20
LN-0100687,PENDING_REVIEW,YES,YES,YES,2026-01-17
LN-0100688,VERIFIED,YES,NO,YES,2025-10-15
LN-0100689,AUDIT_COMPLETE,YES,YES,YES,2025-11-03
LN-0100690,PENDING_REVIEW,YES,YES,YES,2026-01-13
LN-0100691,EXCEPTION_NOTED,YES,YES,YES,2025-10-14
LN-0100692,MISSING_DOCS,YES,YES,YES,2025-10-19
LN-0100693,AUDIT_COMPLETE,YES,YES,YES,2026-01-27
LN-0100694,AUDIT_COMPLETE,YES,YES,YES,2025-11-16
LN-0100695,VERIFIED,YES,YES,YES,2025-10-12
LN-0100696,AUDIT_COMPLETE,NO,NO,YES,2025-11-27
LN-0100698,PENDING_REVIEW,YES,YES,YES,2025-10-30
LN-0100699,PENDING_REVIEW,YES,NO,YES,2025-12-27
LN-0100700,EXCEPTION_NOTED,YES,YES,YES,2025-11-15
LN-0100701,EXCEPTION_NOTED,YES,YES,YES,2025-11-10
LN-0100702,AUDIT_COMPLETE,YES,YES,YES,2025-12-17
LN-0100703,EXCEPTION_NOTED,YES,YES,YES,2025-10-05
LN-0100704,VERIFIED,YES,NO,YES,2025-10-30
LN-0100705,PENDING_REVIEW,YES,YES,YES,2025-12-14
LN-0100706,MISSING_DOCS,YES,YES,YES,2025-12-18
LN-0100707,EXCEPTION_NOTED,YES,YES,YES,2025-12-20
LN-0100708,AUDIT_COMPLETE,YES,YES,YES,2025-12-09
LN-0100709,MISSING_DOCS,YES,YES,YES,2026-01-02
LN-0100710,AUDIT_COMPLETE,YES,YES,YES,2025-11-30
LN-0100711,VERIFIED,YES,YES,YES,2025-10-30
LN-0100712,VERIFIED,YES,YES,YES,2026-01-10
LN-0100713,VERIFIED,YES,YES,YES,2025-12-02
LN-0100714,AUDIT_COMPLETE,YES,YES,YES,2025-10-18
LN-0100715,AUDIT_COMPLETE,YES,YES,YES,2025-10-22
LN-0100716,EXCEPTION_NOTED,YES,YES,YES,2025-11-28
LN-0100717,EXCEPTION_NOTED,YES,YES,YES,2025-11-26
LN-0100718,EXCEPTION_NOTED,YES,YES,YES,2025-12-03
LN-0100719,EXCEPTION_NOTED,YES,YES,YES,2025-10-28
LN-0100720,MISSING_DOCS,YES,YES,YES,2025-11-17
LN-0100721,VERIFIED,YES,YES,YES,2025-11-03
LN-0100722,EXCEPTION_NOTED,YES,YES,YES,2025-12-24
LN-0100723,EXCEPTION_NOTED,YES,YES,YES,2025-11-16
LN-0100724,MISSING_DOCS,YES,YES,YES,2026-01-13
LN-0100725,VERIFIED,YES,YES,YES,2025-11-12
LN-0100726,VERIFIED,YES,NO,YES,2025-10-15
LN-0100727,PENDING_REVIEW,YES,YES,YES,2025-10-08
LN-0100728,AUDIT_COMPLETE,NO,YES,YES,2026-01-17
LN-0100729,EXCEPTION_NOTED,YES,NO,YES,2025-11-16
LN-0100730,VERIFIED,YES,YES,YES,2025-11-17
LN-0100731,EXCEPTION_NOTED,YES,YES,YES,2025-11-25
LN-0100732,PENDING_REVIEW,YES,YES,NO,2025-12-14
LN-0100733,MISSING_DOCS,YES,YES,YES,2026-01-21
LN-0100734,VERIFIED,YES,YES,YES,2025-10-06
LN-0100736,EXCEPTION_NOTED,YES,YES,YES,2025-12-26
LN-0100737,MISSING_DOCS,YES,YES,YES,2026-01-09
LN-0100738,VERIFIED,YES,YES,YES,2025-12-21
LN-0100739,EXCEPTION_NOTED,YES,YES,YES,2026-01-11
LN-0100740,AUDIT_COMPLETE,YES,YES,YES,2026-01-20
LN-0100741,VERIFIED,NO,YES,YES,2025-10-07
LN-0100742,MISSING_DOCS,YES,YES,YES,2026-01-23
LN-0100743,PENDING_REVIEW,YES,YES,YES,2025-12-13
LN-0100745,PENDING_REVIEW,YES,YES,NO,2025-10-17
LN-0100746,VERIFIED,YES,YES,YES,2026-01-27
LN-0100747,EXCEPTION_NOTED,YES,YES,YES,2025-11-23
LN-0100748,MISSING_DOCS,YES,YES,YES,2025-12-29
LN-0100749,AUDIT_COMPLETE,YES,YES,YES,2025-12-08
LN-0100850,PENDING_REVIEW,YES,YES,YES,2025-11-02
LN-0100751,MISSING_DOCS,YES,YES,YES,2025-10-17
LN-0100753,AUDIT_COMPLETE,YES,YES,YES,2025-11-30
LN-0100754,VERIFIED,YES,YES,NO,2025-12-15
LN-0100755,VERIFIED,YES,YES,YES,2025-10-13
LN-0100756,VERIFIED,YES,YES,YES,2025-12-03
LN-0100757,AUDIT_COMPLETE,YES,YES,YES,2025-12-14
LN-0100758,PENDING_REVIEW,YES,YES,YES,2025-10-11
LN-0100759,AUDIT_COMPLETE,YES,YES,NO,2025-12-13
LN-0100760,PENDING_REVIEW,YES,YES,NO,2025-12-31
LN-0100761,PENDING_REVIEW,YES,YES,YES,2025-11-14
LN-0100762,MISSING_DOCS,NO,YES,YES,2025-10-20
LN-0100763,VERIFIED,YES,YES,YES,2025-11-26
LN-0100765,AUDIT_COMPLETE,YES,YES,YES,2025-10-29
LN-0100766,PENDING_REVIEW,YES,YES,YES,2026-01-05
LN-0100767,AUDIT_COMPLETE,YES,YES,YES,2026-01-03
LN-0100768,MISSING_DOCS,YES,YES,YES,2025-11-04
LN-0100869,PENDING_REVIEW,YES,YES,YES,2025-12-21
LN-0100770,PENDING_REVIEW,YES,YES,YES,2025-10-21
LN-0100771,PENDING_REVIEW,YES,YES,YES,2025-11-20
LN-0100772,AUDIT_COMPLETE,YES,YES,YES,2026-01-03
LN-0100773,PENDING_REVIEW,YES,YES,YES,2026-01-21
LN-0100774,AUDIT_COMPLETE,YES,YES,YES,2025-12-03
LN-0100775,VERIFIED,YES,YES,YES,2025-12-28
LN-0100776,VERIFIED,YES,YES,YES,2025-12-07
LN-0100777,PENDING_REVIEW,YES,YES,YES,2025-12-15
LN-0100778,EXCEPTION_NOTED,YES,YES,YES,2025-10-04
LN-0100779,PENDING_REVIEW,YES,YES,YES,2025-12-29
LN-0100780,MISSING_DOCS,YES,YES,YES,2025-10-14
LN-0100781,AUDIT_COMPLETE,YES,YES,YES,2025-11-03
LN-0100782,AUDIT_COMPLETE,YES,YES,YES,2025-10-12
LN-0100783,EXCEPTION_NOTED,YES,YES,YES,2025-11-03
LN-0100784,AUDIT_COMPLETE,NO,YES,YES,2025-10-25
LN-0100785,VERIFIED,YES,YES,YES,2025-10-30
LN-0100786,AUDIT_COMPLETE,NO,YES,NO,2026-01-04
LN-0100787,EXCEPTION_NOTED,YES,YES,YES,2025-11-27
LN-0100788,PENDING_REVIEW,YES,YES,YES,2025-12-13
LN-0100789,AUDIT_COMPLETE,YES,YES,YES,2026-01-12
LN-0100790,EXCEPTION_NOTED,YES,YES,YES,2025-12-29
LN-0100791,EXCEPTION_NOTED,YES,YES,YES,2026-01-07
LN-0100792,MISSING_DOCS,YES,YES,NO,2025-10-14
LN-0100793,PENDING_REVIEW,YES,YES,YES,2025-10-06
LN-0100794,AUDIT_COMPLETE,YES,YES,YES,2025-12-20
LN-0100795,MISSING_DOCS,YES,YES,YES,2025-12-18
LN-0100796,PENDING_REVIEW,NO,YES,YES,2025-12-28
LN-0100797,VERIFIED,YES,YES,YES,2025-12-01
LN-0100798,PENDING_REVIEW,YES,YES,YES,2025-12-06
LN-0100799,EXCEPTION_NOTED,YES,YES,NO,2026-01-10
LN-0100801,EXCEPTION_NOTED,YES,YES,YES,2025-11-14
LN-0100802,AUDIT_COMPLETE,YES,YES,YES,2026-01-08
LN-0100803,VERIFIED,YES,YES,NO,2025-12-07
LN-0100805,PENDING_REVIEW,YES,YES,YES,2025-11-10
LN-0100806,EXCEPTION_NOTED,NO,YES,NO,2025-12-08
LN-0100807,AUDIT_COMPLETE,YES,YES,YES,2026-01-06
LN-0100808,EXCEPTION_NOTED,YES,YES,YES,2025-12-10
LN-0100809,EXCEPTION_NOTED,YES,YES,YES,2026-01-16
LN-0100810,MISSING_DOCS,YES,YES,YES,2025-12-22
LN-0100811,PENDING_REVIEW,YES,YES,YES,2025-10-11
LN-0100812,MISSING_DOCS,YES,YES,YES,2025-10-26
LN-0100813,EXCEPTION_NOTED,YES,YES,YES,2025-12-15
LN-0100814,VERIFIED,YES,YES,YES,2025-12-20
LN-0100815,VERIFIED,YES,YES,YES,2026-01-26
LN-0100816,VERIFIED,YES,YES,YES,2025-12-27
LN-0100817,AUDIT_COMPLETE,NO,YES,YES,2026-01-13
LN-0100818,PENDING_REVIEW,YES,YES,YES,2026-01-16
LN-0100819,AUDIT_COMPLETE,YES,YES,YES,2026-01-23
LN-0100820,MISSING_DOCS,YES,YES,YES,2025-10-10
LN-0100821,MISSING_DOCS,NO,YES,YES,2025-11-07
LN-0100822,MISSING_DOCS,YES,YES,YES,2025-11-25
LN-0100823,PENDING_REVIEW,YES,YES,YES,2025-11-30
LN-0100824,EXCEPTION_NOTED,YES,YES,YES,2025-10-08
LN-0100825,MISSING_DOCS,YES,YES,YES,2026-01-17
LN-0100826,MISSING_DOCS,YES,YES,YES,2025-12-12
LN-0100827,AUDIT_COMPLETE,YES,YES,YES,2025-10-12
LN-0100828,VERIFIED,YES,YES,YES,2025-12-25
LN-0100831,MISSING_DOCS,YES,YES,YES,2025-10-07
LN-0100832,PENDING_REVIEW,YES,NO,YES,2025-10-14
LN-0100833,AUDIT_COMPLETE,YES,YES,YES,2025-11-26
LN-0100834,AUDIT_COMPLETE,YES,YES,YES,2025-10-14
LN-0100835,AUDIT_COMPLETE,YES,YES,YES,2026-01-22
LN-0100836,MISSING_DOCS,YES,YES,YES,2025-10-30
LN-0100837,MISSING_DOCS,YES,YES,YES,2025-10-06
LN-0100838,MISSING_DOCS,YES,NO,YES,2025-12-16
LN-0100839,EXCEPTION_NOTED,YES,YES,YES,2025-12-11
LN-0100840,MISSING_DOCS,YES,YES,YES,2025-12-12
LN-0100841,EXCEPTION_NOTED,YES,YES,YES,2025-11-24
LN-0100842,PENDING_REVIEW,YES,YES,YES,2025-11-07
LN-0100843,MISSING_DOCS,YES,YES,YES,2025-12-08
LN-0100844,PENDING_REVIEW,YES,YES,YES,2025-10-09
LN-0100845,MISSING_DOCS,YES,YES,YES,2026-01-19
LN-0100846,MISSING_DOCS,YES,YES,YES,2025-11-17
LN-0100847,EXCEPTION_NOTED,YES,YES,YES,2026-01-27
LN-0100848,EXCEPTION_NOTED,YES,YES,YES,2025-10-27
LN-0100849,MISSING_DOCS,YES,YES,YES,2026-01-12
LN-0100850,AUDIT_COMPLETE,YES,YES,YES,2025-10-19
LN-0100851,MISSING_DOCS,YES,YES,YES,2025-10-08
LN-0100852,VERIFIED,YES,YES,YES,2026-01-11
LN-0100853,EXCEPTION_NOTED,NO,YES,YES,2025-12-29
LN-0100854,AUDIT_COMPLETE,YES,NO,YES,2025-10-11
LN-0100855,AUDIT_COMPLETE,YES,YES,YES,2025-11-17
LN-0100857,AUDIT_COMPLETE,YES,YES,YES,2025-12-22
LN-0100858,PENDING_REVIEW,YES,YES,YES,2025-10-21
LN-0100859,VERIFIED,YES,YES,YES,2026-01-18
LN-0100860,VERIFIED,YES,YES,YES,2025-11-22
LN-0100861,PENDING_REVIEW,YES,YES,YES,2026-01-07
LN-0100862,AUDIT_COMPLETE,YES,YES,YES,2026-01-15
LN-0100864,VERIFIED,YES,YES,YES,2025-10-11
LN-0100865,VERIFIED,YES,YES,YES,2026-01-18
LN-0100866,MISSING_DOCS,YES,YES,YES,2025-11-25
